SMILES,logP
CN(C)c1ccccc1CN,1.211
c1ccc(CN2CCC(NC3CC3)CC2)cc1,2.403
CC(=O)N1CCC(NC2CC2)CC1,0.749
Cc1cc(C)cc(NC(=O)Nc2cccc(C)n2)c1,3.651
CNc1cccc(CN)c1,1.187
CC(=O)N(C)c1cccc(CN)c1,1.128
CCCN1CCC(NC2CC2)CC1,1.613
Cc1cccc(NC(=O)Nc2cccs2)n1,3.096
CC(=O)Nc1cccc(CN)c1,1.104
Cc1c(N)cccc1C(F)(F)F,2.596
CC(C)(C)OC(=O)NC1CCC(CN)CC1,2.029
NC(=O)c1cc(Cl)nc(Cl)c1,1.487
COC(=O)c1cccc(CN)c1,0.932
CC(C)(C)OCCC(=O)O,1.276
Cc1cccc(NC(=O)c2ccco2)n1,2.235
CC(=O)N(C)CCC(=O)O,0.061
CC(C)(C)OC(=O)c1cccc(C(=O)O)c1,2.34
CC(C)(C)OC(=O)c1ccc(C(=O)O)cc1,2.34
CC(C)(C)OC(=O)Nc1cccc(CN)c1,2.492
Cc1cccc(NC(=O)c2ccccc2)n1,2.642
CC(C)(C)OC(=O)Nc1ccccc1CN,2.492
CC(C)(C)OC(=O)Nc1cccc(CCC(=O)O)c1,3.051
CC(C)(C)c1[nH]c2ccccc2c1C=O,3.278
CC(C)(C)c1cc2cc(N)ccc2[nH]1,3.048
Cc1ccc(Oc2ccc(NN)cc2)cc1,3.073
Cc1cccc(NC(=O)c2ccc(Cl)cc2)n1,3.296
O=c1c(CCl)cc2cccc3c2n1CCC3,2.687
NNc1ccc(Oc2ccccc2)cc1,2.765
NNc1ccc(Oc2ccc(Cl)cc2)cc1,3.418
O=C(Nc1cccs1)Nc1ccccc1N1CCOCC1,3.229
CSc1ccc(NN)cc1,1.694
COC(=O)CC(=O)c1ccc(C(=O)OC)cc1,1.219
O=C(Nc1ccccc1N1CCOCC1)Nc1cccc2ccccc12,4.32
O=C(c1ccc2cc[nH]c2c1)N1CCNCC1,1.213
O=C/C(=C\O)c1ccc(Br)cc1,2.547
O=C(Nc1ccc(F)cc1)Nc1ccccc1N1CCOCC1,3.306
COc1ccc(C(=O)Nc2ccccc2N2CCOCC2)cc1OC,2.793
O=C/C(=C\O)c1cccc(Br)c1,2.547
O=C(Nc1ccccc1N1CCOCC1)c1ccco1,2.369
CCOc1ccc(/C(C=O)=C/O)cc1,2.183
O=C(Nc1ccccc1N1CCOCC1)c1ccccc1,2.776
O=C(Nc1ccccc1N1CCOCC1)c1ccc(Cl)cc1,3.429
O=C/C(=C\O)c1ccc(-c2ccccc2)cc1,3.451
O=C(Nc1ccccc1N1CCOCC1)c1ccsc1,2.837
Cc1nnsc1C(=O)Nc1ccccc1N1CCOCC1,1.935
O=S(=O)(Nc1ccccc1N1CCOCC1)c1ccccc1,2.324
O=S(=O)(Nc1ccccc1N1CCOCC1)c1cccs1,2.386
COC(=O)c1c(O)cccc1F,1.318
O=Cc1c[nH]c2c(F)c(F)c(F)c(F)c12,2.537
Cc1cccc(/C(C=O)=C/O)c1,2.093
Cc1noc(C)c1S(=O)(=O)Nc1ccccc1N1CCOCC1,1.929
O=C/C(=C\O)c1cccc(Cl)c1,2.438
Cc1ccc(S(=O)(=O)Nc2ccccc2N2CCOCC2)cc1,2.632
COc1cccc(/C(C=O)=C/O)c1,1.793
Cn1cnc(S(=O)(=O)Nc2ccccc2N2CCOCC2)c1,1.057
CC(C)(C)Oc1cccc(C=O)n1,2.071
O=C/C(=C\O)c1ccc(Cl)c(Cl)c1,3.091
O=C(Cc1cnc2ccccc2n1)c1ccccc1,3.055
O=C(Cc1cnccn1)c1ccccc1,1.902
O=C(Cc1ccncn1)c1ccccc1,1.902
CC(C)(C)c1ccc(C(=O)Cc2ccncn2)cc1,3.2
CCOC(=O)C1CCN(C(=O)c2cc(C)n(C(C)(C)C)n2)CC1,2.362
O=C(Cc1cnccn1)c1ccc(C(F)(F)F)cc1,2.921
CCOC(=O)C1CCN(C(=O)c2cnn(-c3ccccc3)c2C)CC1,2.596
CC(C)(C)c1ccc(C(=O)Cc2nc3ccccc3o2)cc1,4.551
O=C(Cc1ccc2ccccc2n1)c1ccc(C(F)(F)F)cc1,4.679
Cc1nnsc1C(=O)NNC(=O)c1cccc2ccccc12,2.075
Cc1cc(C(=O)N2CCC(C(=O)O)CC2)c(C(F)(F)F)o1,2.544
O=C(Cc1ccnc2ccccc12)c1ccc(C(F)(F)F)cc1,4.679
O=C(Cc1nc2ccccc2o1)c1ccc(C(F)(F)F)cc1,4.272
Cc1cc(C(=O)N2CCC(C(=O)O)CC2)c(C)o1,1.833
