SMILES,logP
COc1ccc(/C=N/NC(=O)c2cccs2)c2ccccc12,3.674
Cc1ccc(NC(=S)N/N=C/c2sccc2C)cc1,3.685
CCn1c2ccccc2c2cc(/C=N/NC(=O)c3cccs3)ccc21,4.64
Cc1ccc(/C=N/NC(=O)C(c2ccccc2)c2ccccc2)s1,4.339
Cc1ccc(NC(=S)N/N=C/c2ccccc2Cl)cc1,3.969
O=[N+]([O-])c1cccc(/C=N/c2ccc(Oc3ccccc3)cc2)c1,5.138
O=C(NNC(=O)c1ccccc1[N+](=O)[O-])Nc1ccccc1,2.061
N#Cc1c(NC(=O)Nc2ccc(Cl)cc2)sc2c1CCCC2,4.796
O=[N+]([O-])c1ccc(Cl)c(/C=N/c2cccc3ccccc23)c1,5.152
C=C(C)[C@@H]1CC=C(C)C(=NNC(=O)c2ccc(-c3ccccc3)cc2)C1,5.372
O=C(N/N=C/c1cccs1)C(c1ccccc1)c1ccccc1,4.03
CC(C)(C)/N=C/c1cc(Br)ccc1O,3.372
N#Cc1cccc(NC(=O)c2cccs2)c1,2.872
CCN(CC)c1ccc(/C=N/NC(=O)c2ccccc2)cc1,3.297
O=C(NNC(=O)c1ccccc1C(=O)O)c1ccccc1Cl,2.113
O=[N+]([O-])c1cc(NC(=S)Nc2ccc(F)cc2)ccc1Cl,4.196
COc1ccc(/C=N/NC(=O)c2cccc(C)c2)c2ccccc12,3.921
N#Cc1c(NC(=S)Nc2ccc(F)cc2)sc2c1CCCC2,4.447
O=S(=O)(Nc1ccc(Br)cc1F)c1ccc(F)cc1,3.528
Fc1ccc(NC(=S)N2CCc3ccccc32)cc1,3.585
C/C(=N/NC(=O)c1ccc(N)cc1)C(C)(C)C,2.421
Oc1ccc(Br)cc1/C=N/Cc1ccccc1,3.774
NC(=S)NNC(=S)Nc1ccc(F)cc1,0.86
Oc1ccc(N/C(S)=N\c2ccc(F)cc2)cc1,3.561
CC(=O)c1cccc(NC(=S)Nc2ccc(F)cc2)c1,3.837
O=C(NNC(=S)Nc1ccc(F)cc1)c1ccccc1O,2.163
Cc1c(Cl)cccc1NC(=S)Nc1ccc(F)cc1,4.596
CC/C(C)=N/NC(=O)c1ccc(Br)cc1,2.965
Oc1ccccc1NC(=S)Nc1ccc(F)cc1,3.34
Cc1cccc(/C=N/NC(=O)c2ccccc2Cl)c1,3.412
Fc1ccc(NC(=S)N2CCOCC2)cc1,1.855
O=C(c1ccccc1)c1ccc(NC(=O)c2cccs2)cc1,4.231
Cc1cccc(C(=O)NNC(=O)c2ccccc2Cl)c1,2.723
O=C(NNC(=O)c1ccccc1C(=O)O)c1ccc(Cl)cc1,2.113
CCC(=O)NNC(=O)c1ccc(Cl)cc1Cl,2.164
C/C(=N\NC(=O)c1ccc(C)cc1)C(C)(C)C,3.147
C/C(=N\NC(=O)c1cccc(Cl)c1)C(C)(C)C,3.492
Ic1ccc(/N=C/c2ccc[nH]2)cc1,3.37
O=C(c1ccccc1)N1CCc2ccccc21,2.89
N#CC1=C(N)Oc2ccc3ccccc3c2[C@H]1c1ccc(C#N)cc1,3.93
N#CC1=C(N)Oc2ccc3ccccc3c2[C@@H]1c1ccc(C#N)cc1,3.93
Cc1ccc(NC(=O)/C=C/c2ccccc2)cc1F,3.786
COc1ccc([N+](=O)[O-])cc1NC(=O)/C=C/c1ccccc1,3.255
Cc1cc(C)cc(NC(=O)/C=C/c2ccccc2)c1,3.955
Cc1ccccc1N/N=C(/C#N)C(N)=S,1.573
N#CC(C#N)=Cc1ccccc1[N+](=O)[O-],2.025
O=C(NN1C(=O)c2ccccc2C1=O)c1ccc(Cl)cc1Cl,2.934
NC(=S)N/N=C/c1ccc(Cl)c([N+](=O)[O-])c1,1.415
C/C(=N/NC(=O)Nc1ccccc1)c1ccc(-c2ccccc2)cc1,4.899
N/C(S)=N/N=C/c1cccc(Cl)c1Cl,2.572
CSc1nc2c(cc1C#N)CCC2,2.164
C=C(C)CSc1nc2c(cc1C#N)CCC2,3.11
C(=N/c1cccc2c(/N=C/c3cccs3)cccc12)\c1cccs1,6.464
CC/C(=N/NC(=O)c1ccccc1C)c1ccccc1,3.539
COc1ccc([N+](=O)[O-])cc1/N=C/c1ccc[nH]1,2.682
Fc1ccc(NC(=S)N2CCCc3ccccc32)cc1,3.975
C/C(=N\NC(=S)Nc1ccc(C)cc1)c1ccc([N+](=O)[O-])cc1,3.614
Cc1ccc(C)c(NC(=S)Nc2ccc(F)cc2)c1,4.251
Fc1ccc(NC(=S)Nc2ccc(Oc3ccccc3)cc2)cc1,5.427
Fc1ccc(NC(=S)Nc2cccc3ccccc23)cc1,4.788
N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccccc2)nc1S,5.229
O=C(CCc1ccccc1)Nc1ccc(Br)c(Cl)c1,4.674
O=C(Nc1ccc(Br)c(Cl)c1)c1cccs1,4.416
O=C(CCc1ccccc1)Nc1ccccc1Cl,3.911
O=C(CCc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,5.05
COc1ccc(C(=O)Nc2ccc(Br)c(Cl)c2)cc1,4.363
S=C(Nc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,5.288
Fc1ccc(NC(=S)N2CCCC2)cc1,2.618
Cc1ccccc1C(=O)NNC(=S)Nc1ccccc1,2.626
N#Cc1cc2c(nc1SCc1ccccc1)CCC2,3.734
O=C(CCc1ccccc1)Nc1cc(Cl)cc(Cl)c1,4.565
O=C(Nc1ccc(Br)c(Cl)c1)c1ccco1,3.948
Cc1cccc(C(=O)Nc2cccc(Cl)c2C)c1,4.209
Cc1cccc(C(=O)Nc2ccc(Oc3ccccc3)cc2)c1,5.04
Cc1ccc(NC(=S)N/N=C/c2ccc(Br)cc2)cc1,4.078
N#Cc1ccccc1/N=C/c1cc(Cl)cc(Cl)c1O,4.321
O=C(Nc1cccc2ccccc12)C(F)(F)F,3.341
N#Cc1ccccc1/N=C/c1cc(Br)ccc1O,3.777
Cc1ccc(NC(=S)N/N=C/c2c(O)ccc3ccccc23)cc1,4.174
N#Cc1ccccc1/N=C/c1c(O)ccc2ccccc12,4.168
COC(=O)/C(C#N)=C/c1cc(Br)c(OC)cc1OC,2.546
COC(=O)/C(C#N)=C\c1cc(Br)c(OC)cc1OC,2.546
COc1ccc(NC(=O)/C(Cl)=C/c2ccccc2)cc1,3.914
Cc1ccc(NC(=O)/C(Cl)=C/c2ccccc2)cc1,4.213
O=C(Nc1ccc(Nc2ccccc2)cc1)c1ccccc1,4.683
Brc1ccc(/C=N/c2ccccn2)s1,3.656
N#Cc1ccccc1/N=C/c1ccc(Br)s1,4.133
CCN(CC)c1ccc(/C=N/c2ccc(O)cc2)cc1,3.989
Cc1ccsc1/C=N\c1ccc(F)cc1,3.946
Cc1ccc(O)c(/N=C/c2ccc(Br)s2)c1,4.275
O=[N+]([O-])c1ccc(Cl)c(/C=N/c2ccccc2O)c1,3.704
Cc1ccc(/N=C/c2ccccc2O)cc1Br,4.214
CSc1ccc(/C=N/c2ccc(C)c(C)c2)cc1,4.776
Oc1c(Cl)cc(Cl)cc1/C=N/c1cccc2ccccc12,5.603
COc1cccc(/C=N/c2ccc(Br)c(Cl)c2)c1O,4.567
COc1cccc(/C=N/c2ccc(C)c(Br)c2)c1O,4.222
Cc1cc(C)c(/N=C/c2cc(Cl)cc(Cl)c2O)c(C)c1,5.375
O=[N+]([O-])c1ccc(/C=N/c2ccccc2O)s1,3.113
Cc1ccc(O)c(/N=C/c2cc(Br)ccc2O)c1,3.919
CCN(CC)c1ccc(/N=C/c2ccc(Br)s2)cc1,5.107
CC(=O)c1cccc(/N=C/c2cc(Cl)cc(Cl)c2O)c1,4.652
COC(=O)/C(C#N)=C/c1ccccc1[N+](=O)[O-],1.675
CSc1ccc(/C=N/c2cc(C)ccc2O)cc1,4.173
Oc1ccc(/C=N/c2ccc(Br)c(Cl)c2)cc1,4.559
N#Cc1cccc(/N=C/c2ccccc2O)c1,3.014
Oc1ccccc1/C=N/c1ccc(Br)c(Cl)c1,4.559
Oc1ccccc1/N=C/c1ccc(OCc2ccccc2)cc1,4.722
COc1ccc(/C=N/c2ccc(Br)c(Cl)c2)cc1,4.862
COc1ccc(/C=N/c2ccc(Br)cc2)cc1O,3.914
Cc1ccc(O)c(/N=C/c2ccc(C(C)C)cc2)c1,4.575
NC(=O)c1ccc(/N=C/c2ccc(Cl)cc2Cl)cc1,3.843
O=C(O)/C=C/C(=O)NNc1ccccc1,0.77
Cc1ccc(C)c(NC(=O)/C=C/c2ccccc2)c1,3.955
N#C/C(=C\c1ccccc1[N+](=O)[O-])C(N)=S,1.788
N#C/C(=C/c1ccccc1[N+](=O)[O-])C(N)=S,1.788
COc1ccc2ccccc2c1/C=C(\C#N)C(N)=S,3.041
COc1cc(OC)c(/C=C(\C#N)C(N)=S)cc1Br,2.659
CSc1ccc(/C=C(\C#N)C(N)=S)cc1,2.602
N#C/C(=C\c1c(Cl)cccc1Cl)C(N)=S,3.186
N#C/C(=C/c1c(Cl)cccc1Cl)C(N)=S,3.186
N#Cc1cccc(NC(=O)c2ccccc2Cl)c1,3.464
CSc1ccc(/C=N/c2ccccc2O)cc1,3.865
COc1cc(/C=N/c2ccc(Br)c(Cl)c2)ccc1O,4.567
N#Cc1ccccc1/N=C/c1ccc2c(c1)OCO2,3.038
COC(=O)c1ccc(/N=C/c2ccc(Br)s2)cc1,4.048
N#Cc1ccccc1NC(=O)COc1ccc(Cl)cc1Cl,3.883
CCN(CC)c1ccc(/N=C/c2cccs2)cc1,4.345
N#Cc1cccc(/N=C/c2ccc3c(c2)OCO3)c1,3.038
Cc1c(Cl)cccc1N/N=C(/C#N)C(N)=O,1.425
N#Cc1ccccc1/N=C/c1ccc(F)cc1,3.448
CC(=O)C(=NNc1ccc(C(C)=O)cc1)C(C)=O,1.835
CCOc1ccccc1/C=N/c1ccc(Br)cc1,4.598
COc1ccc(/N=C/c2ccc(C)o2)cc1,3.347
C(=N/c1ccccc1/N=C/c1cccs1)\c1cccs1,5.311
Cc1ccc(/C=N/c2ccc3ccccc3c2)o1,4.492
O=C(c1ccccc1)c1ccc(NC(=S)Nc2ccccc2)cc1,4.727
O=C(c1ccccc1)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,3.718
O=C(c1ccccc1)c1ccc(/N=C/c2ccccc2O)cc1,4.374
N#Cc1ccccc1/N=C/c1ccccc1O,3.014
N#CC(C#N)=NNc1ccc(I)cc1,2.106
Clc1cc(/N=C/c2ccc3c(c2)OCO3)ccc1Br,4.582
COc1cccc(/C=N/c2ccc(Cl)c([N+](=O)[O-])c2)c1,4.007
CCC1N(c2ccccc2)CCN1c1ccccc1,3.749
O=C(Nc1ccccc1)Nc1ccc(Br)c(Cl)c1,4.747
O=C(NCCC1=CCCCC1)c1sc2ccccc2c1Cl,5.175
O=C(N/N=C/c1c(Cl)cccc1Cl)c1ccncc1,3.152
COc1ccc(C(=O)NC(C)(C)C)cc1I,2.828
N#Cc1c(NC(=S)Nc2ccccc2)sc2c1CCC2,3.917
O=C(Nc1ccccc1)Nc1ccc(Cl)c([N+](=O)[O-])c1,3.892
COC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])cc2)sc2c1CCC2,3.184
N#Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1,3.464
C/C(=N/NC(=O)c1sc2ccccc2c1Cl)C(C)(C)C,4.707
FC(F)(F)Oc1ccc(/N=C/c2c[nH]c3ccccc23)cc1,4.817
N#Cc1cccc(NC(=S)Nc2ccccc2)c1,3.367
COC(=O)c1ccc(/N=C/c2cccs2)cc1,3.285
CCOc1ccc(/C=N/c2ccccc2)cc1,3.836
CCOc1ccc(/N=C/c2ccc(F)cc2)cc1,3.975
N#Cc1ccc(/C=N/NC(=O)c2sc3ccccc3c2Cl)cc1,4.19
O=C(Nc1ccc(Oc2ccccc2)cc1)C(F)(F)F,3.98
Cc1ccsc1/C=N/c1ccc(Cl)cc1,4.461
C=C(C)[C@@H]1CC=C(C)/C(=N/NC(=O)c2ccccc2Cl)C1,4.358
C=C(C)[C@H]1CC=C(C)/C(=N/NC(=O)c2ccccc2Cl)C1,4.358
COC(=O)c1ccc(/N=C/c2ccc(Br)cc2)cc1,3.986
COc1ccc2ccccc2c1/C=N/N=C(/N)S,2.427
N#Cc1ccc(/C=N/NC(=O)c2ccc(-c3ccccc3)cc2)cc1,3.989
N#Cc1cccc(NC(=O)c2ccccc2)c1,2.811
N#Cc1ccccc1NC(=O)c1ccc(Cl)cc1Cl,4.117
Cc1ccc(NC(=S)N/N=C/c2ccc3ccccc3c2)cc1,4.469
Oc1ccc(/N=C/c2cc(Br)ccc2O)cc1,3.611
Cc1ccccc1C(=O)N[C@@H](C)c1ccccc1,3.486
Cc1ccccc1C(=O)N[C@H](C)c1ccccc1,3.486
Cc1cc(C)c2c(N)csc2n1,2.495
Oc1cccc(/C=N/c2ccc(OC(F)(F)F)cc2)c1O,3.747
CC(=O)Nc1ccc(/N=C/c2ccc(Cl)cc2Cl)cc1,4.702
CCOc1ccc(N/N=C(\C#N)C(=O)OC)cc1,1.55
CCOc1ccc(N/N=C(/C#N)C(=O)OC)cc1,1.55
CCOc1ccc(NN=C(C#N)C#N)cc1,1.9
CCN(CC)c1ccc(/C=N/c2ccc(C#N)cc2)cc1,4.155
COc1ccc(OC)c(NC(=O)/C=C/c2cccc3ccccc23)c1,4.509
O=C(COc1ccccc1)Nc1cc(Cl)c(Cl)cc1Cl,4.664
O=C(/C=C/c1cccc2ccccc12)NC1CCCCC1,4.302
Cc1ccc(OCC(=O)Nc2cc(Cl)c(Cl)cc2Cl)cc1,4.973
O=C(/C=C/c1cccc2ccccc12)Nc1ccccc1,4.492
CC(=O)c1cccc(NC(=O)/C=C/c2cccc3ccccc23)c1,4.694
Cc1ccc(NC(=O)[C@@H](C)Oc2ccc(Cl)cc2Cl)cc1F,4.847
Cc1ccc(NC(=O)[C@H](C)Oc2ccc(Cl)cc2Cl)cc1F,4.847
Cc1ccc(NC(=O)c2cccs2)cc1F,3.448
O=C(/C=C/c1ccccc1)Nc1cc(Cl)c(Cl)cc1Cl,5.299
Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1F,4.04
COc1ccc(/N=C/c2ccc(O)c(OC)c2)cc1,3.16
COc1ccc([N+](=O)[O-])cc1NN=C(C#N)C#N,1.418
N#CC(C#N)=NNc1ccc(Cl)c([N+](=O)[O-])c1,2.063
C/C(=N\n1c(C)cc(C)c(C#N)c1=O)c1ccc2ccccc2c1,3.762
O=C(/C=C/c1cccc2ccccc12)Nc1nccs1,3.948
CCOc1ccc(NC(=O)/C=C/c2cccc3ccccc23)cc1,4.89
CCN(CC)c1ccc(NC(=O)/C=C/c2cccc3ccccc23)cc1,5.338
Cc1ccccc1OCC(=O)Nc1cc(Cl)c(Cl)cc1Cl,4.973
O=[N+]([O-])c1ccc(/C=N/c2cc(Cl)c(Cl)cc2Cl)o1,4.899
COC(=O)NNC(=O)c1ccccc1Cl,1.341
COc1ccc(C(=O)Nc2ccc(C)c(F)c2)cc1,3.395
Cc1cc(C)cc(NCc2ccccc2CO)c1,3.408
OCc1ccccc1CNc1cccc2ccccc12,3.944
Cc1cc(C)c(/C=N/c2cc(Cl)cc(Cl)c2)c(C)c1,5.669
Cc1ccc(NC(=S)Nc2ccccc2)c(C)c1,4.112
Cc1cc(C)c(NC(=S)Nc2ccccc2)c(C)c1,4.421
C[C@@H](NC(=S)Nc1ccccc1)c1ccccc1,3.734
Cc1cc(C)c(/C=N/c2ccccc2C(=O)Nc2ccccc2)c(C)c1,5.615
CCOc1ccccc1/C=N/c1ccc(C)c(Br)c1,4.907
COc1ccc([C@H](O)c2cccs2)cc1OC,2.847
COc1ccc([C@@H](O)c2cccs2)cc1OC,2.847
N#Cc1cccc(NC(=O)/C=C/c2cccc3ccccc23)c1,4.363
C[C@@]1(CBr)Cn2c(nc3ccccc3c2=O)S1,2.656
C[C@]1(CBr)Cn2c(nc3ccccc3c2=O)S1,2.656
O=c1c2ccccc2[nH]c(=S)n1-c1cccc2ccccc12,4.201
Cc1ccc(S(=O)(=O)C(N=C=S)=C(Cl)Cl)cc1,3.476
Cc1ccc(NC(=O)CS(=O)(=O)c2ccccc2)cc1,2.407
Cc1ccc2nc(SCc3ccccc3)c(/C=N/O)c(=O)n2c1,3.103
Cc1ccc2nc(Nc3ccc(Cl)cc3)c(/C=N/O)c(=O)n2c1,3.208
Cc1ccc2nc(Nc3ccc(Cl)cc3)c(C=O)c(=O)n2c1,3.212
CCO/C(O)=N/S(=O)(=O)c1ccc(C)cc1,1.634
O=[N+]([O-])c1ccc([S@@](=O)N2CCOCC2)cc1,0.95
S=c1sc2ccccc2n1CSc1ccc(Cl)cc1,5.835
Clc1ccc2nc(Cl)cnc2c1,2.937
CC1(C)C[C@@H](C(=O)COc2ccc3ccc(=O)oc3c2)CCO1,2.946
CC1(C)C[C@H](C(=O)COc2ccc3ccc(=O)oc3c2)CCO1,2.946
Cc1ccc(NC(=O)/C=C/C(N)=O)cc1,0.975
N#C[C@H]1C(=N)C2=C(N3CCCCC3)CCC[C@H]2C1(C#N)C#N,2.733
N#CC1=C(N)C2=C(N3CCCCC3)CCC[C@@H]2C1(C#N)C#N,2.31
Cc1cc(=O)oc2cc(OCC(=O)[C@H]3CCOC(C)(C)C3)ccc12,3.255
Cc1cc(=O)oc2cc(OCC(=O)[C@@H]3CCOC(C)(C)C3)ccc12,3.255
CC(C)NC(=O)n1cc(F)c(O)nc1=O,0.054
