SMILES,logP
O=S(=O)(NC[C@H]1CCCO1)c1ccc2ccccc2c1,2.297
O=S(=O)(NC[C@@H]1CCCO1)c1ccc2ccccc2c1,2.297
COc1ccc2oc(=O)c(C(=O)OCc3ccccc3)cc2c1,3.159
Nc1cc(-c2ccccc2)nn1CC1CCCCC1,3.713
Cc1nnc(SCC(=O)Nc2ccc(C(C)C)cc2)s1,3.701
O=C(CSc1nnc(-c2ccco2)o1)NCc1ccccc1,2.738
Cc1ccc(NC(=O)CC2CCOCC2)cc1C,3.059
CC1(C)C=C(/C=C/c2ccccc2)NC(=O)N1,2.675
CCCc1nnc(NC(=O)c2cccc(C)c2)s1,3.051
O=C(Nc1ncccn1)c1ccc(Cl)cc1,2.382
NC(=O)c1ccc(N2C(=O)C=CC2=O)cc1,0.215
CC(C)(C)C(=O)Nc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1,4.577
Nc1ccc(-c2nc3cc4ccccc4cc3[nH]2)cc1,3.965
CCOC(=O)c1c(C)nn(CC2CCCCC2)c1N,2.531
CCOC(=O)c1cnn(CC2CCCCC2)c1N,2.222
C=CC[C@H]1NC2(CCCC2)Cc2cc(OC)c(OC)cc21,3.78
C=CC[C@@H]1NC2(CCCC2)Cc2cc(OC)c(OC)cc21,3.78
CC(=O)N1CC(=O)NC1=S,0.75
Cc1nc(CCN)n[nH]1,0.386
C[C@H]1C[C@H](O)CN(C)[C@@H]1C,0.707
CC(C)(C)C(=O)NNc1ccccc1,2.176
C=CCn1cncn1,0.464
[O-][n+]1ccc(Br)cc1,1.083
N#Cc1c(-c2ccc(Cl)cc2)cc(C2CC2)nc1SCC(N)=O,3.728
O=C(Oc1ccc(OCc2ccccc2)cc1)c1ccco1,4.078
CN(C)/N=C/c1ccc(OC(=O)c2ccc(Br)cc2)cc1,3.564
NC(=O)COc1ccc(Cl)cc1Cl,1.857
CCOC(=O)COc1ccc(Br)cc1,2.391
CC(C)(O)C(=O)NNc1ccccc1,0.901
CCC(O)(CC)C(=O)NNc1ccccc1C,1.989
Cc1ccccc1NNC(=O)C(O)(c1ccccc1)c1ccccc1,3.374
COc1ccc(OCC(=O)Nc2c(C)cccc2C)cc1,3.33
COc1ccc(/N=C/c2ccc(Br)s2)cc1,4.27
COc1ccc(C(=O)NN2C(=O)[C@H]3[C@@H]4C=C[C@H]([C@H]3C2=O)C42CC2)cc1,1.537
O=C1NCCCc2c1no[n+]2[O-],1.016
Cc1ccccc1NC(=O)CN1CCCCC1,2.419
O=C(c1ccc(Cl)cc1)N1N=C[C@@H]2CCC[C@]21O,2.27
O=C(c1ccc(Cl)cc1)N1N=C[C@H]2CCC[C@]21O,2.27
O=C(c1cc2ccccc2oc1=O)N1CCS[C@H]1c1ccccc1,3.681
O=C(c1cc2ccccc2oc1=O)N1CCS[C@@H]1c1ccccc1,3.681
CCC(=O)C[C@@](O)(c1ccccc1)C(F)(F)F,2.806
CCC(=O)C[C@](O)(c1ccccc1)C(F)(F)F,2.806
O=C(N/N=C/c1cccc(Cl)c1Cl)[C@@H]1C[C@H]1c1ccccc1,4.247
Cc1ccc(NC(=O)CSc2nc3ccccc3o2)cc1C,4.175
Cc1ccc(NC(=O)[C@H]2C[C@@H](O)CN2C(=O)OC(C)(C)C)cc1,2.304
Cc1ccc(NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)OC(C)(C)C)cc1,2.304
Cc1ccc(NC(=O)[C@H]2C[C@H](O)CN2C(=O)OC(C)(C)C)cc1,2.304
Cc1ccc(NC(=O)[C@@H]2C[C@H](O)CN2C(=O)OC(C)(C)C)cc1,2.304
CCOc1ccc(OCC)c(C(=O)C2CCCCC2)c1,4.247
C/C=C/[C@@H](C)c1cc(OC)ccc1O,3.08
C/C=C/[C@H](C)c1cc(OC)ccc1O,3.08
Cc1ccc(NC(=O)[C@@H](C)NC(=O)OCc2ccccc2)cc1C,3.557
Cc1ccc(NC(=O)[C@H](C)NC(=O)OCc2ccccc2)cc1C,3.557
O=C(CSn1nnnc1-c1ccccc1)c1ccccc1,2.719
CCOC(=O)c1cnn(Cc2cccc(Cl)c2)c1C,3.07
CSc1nsc(SC)c1C(=O)Nc1ccc(C)cc1,4.148
N#Cc1cn(Cc2ccccc2)nn1,1.198
O=C(CSc1nnc2c(n1)[nH]c1ccccc12)Nc1ccccn1,2.632
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccco1,4.204
CCOc1ccc(C2=NN(CC)C(=O)CC2)cc1,2.432
CC1(C)OC(=O)N(Cc2ccco2)[C@@]1(C)O,1.719
CC1(C)OC(=O)N(Cc2ccco2)[C@]1(C)O,1.719
CCOC(=O)c1nnn(-c2nonc2N)c1CN1CCC(C)CC1,0.641
Cc1cc(C)nc(SCC(=O)c2nonc2C)n1,1.76
C=C1N(c2ccc(C)cc2)C(=O)O[C@@]1(C)CC,3.634
C=C1N(c2ccc(C)cc2)C(=O)O[C@]1(C)CC,3.634
N#CC(C#N)=Cc1ccc2c(c1)OCO2,1.846
NC(=O)c1ccccc1OCC(=O)O,0.249
Cc1ccc(S(=O)(=O)NCCC(=O)O)cc1,0.748
CC(C)Cc1c(C#N)c(N)nc(S)c1C#N,1.894
COc1c(C(C)=O)ccc2ccccc12,3.051
CCN(CC)c1nc2nonc2nc1N(CC)CC,1.705
COc1ccc(-c2nnc(-c3ccc(OC)c(OC)c3)o2)cc1OC,3.438
O=C(CC1CCOCC1)Nc1ccc(Cl)cc1,3.095
Cn1ccnc1Sc1ccc(C=O)cc1[N+](=O)[O-],2.292
O=C(N/N=C/c1cccs1)[C@H]1C[C@@H]1c1ccccc1,3.002
COC(=O)c1ccc(NC(=O)CSc2nc3ccccc3o2)cc1,3.345
Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)n1,2.749
CN[C@@H](C)c1ccc(OC)c(OC)c1,1.984
CN[C@H](C)c1ccc(OC)c(OC)c1,1.984
COc1cc(C(=S)N2CCOCC2)ccc1OC(C)=O,1.628
O=C(Oc1ccc(Cl)cc1)c1ccc(N2C(=O)CCC2=O)cc1,3.213
COc1ccc(NC(=O)c2ccc(N3C(=O)CCC3=O)cc2)cc1,2.601
CC1(C)C[C@@H](NCc2ccccc2)CCO1,2.734
CC1(C)C[C@H](NCc2ccccc2)CCO1,2.734
COc1ccc(NC(=O)C2C(c3ccccc3)=C2c2ccccc2)cc1,4.875
O=C(NCCc1ccccc1)c1ccc(C(=O)c2ccccc2)o1,3.483
Cc1ccc(C(=O)Nc2nnc(C(C)(C)C)s2)cc1,3.396
COc1c(C)cccc1C(=O)NCc1ccc2c(c1)OCO2,2.662
O=C(Nc1ccccc1)[C@H]1C[C@@H](O)CN1C(=O)Oc1ccccc1,2.259
