SMILES,logP
Cc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1,2.092
CC1(C)CC(=O)c2c(nn(-c3ccccc3)c2-c2ccc(F)cc2)C1,4.834
O=C(CSc1cccc2cccnc12)N/N=C/c1ccc(F)cc1,3.616
CC(C)(C)C(=O)NS(=O)(=O)c1ccccc1,1.538
CCc1ccc(S(N)(=O)=O)c(CC)c1,1.459
COc1ccc(-c2c3c(nn2-c2ccccc2)CC(C)(C)CC3=O)cc1,4.703
Cn1c(-c2ccc(C(C)(C)C)cc2)n[nH]c1=S,3.442
Cc1cc(NS(=O)(=O)c2ccc(F)c(Cl)c2)no1,2.576
CC1CCN(c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)CC1,3.955
Cc1onc(NC(=O)c2ccc([N+](=O)[O-])o2)c1Br,2.499
O=[N+]([O-])c1ccc(-c2csc(N3CCOCC3)n2)cc1,2.555
Cc1onc(NC(=O)c2cc3ccccc3oc2=O)c1Br,3.104
CC(=O)C(=CNc1noc(C)c1Br)C(C)=O,2.219
Cc1ccc(/C=C2\SC(Nc3cccc(C)c3C)=NC2=O)o1,4.287
COc1ccc(C(=O)Nc2ccc(Cl)cn2)c(OC)c1OC,3.013
CC1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,4.809
CCOC(=O)c1cc2cc(Cl)ccc2o1,3.263
Cc1c(OC(=O)c2ccco2)ccc2c(-c3ccccc3)cc(=O)oc12,4.581
CCOC(=O)c1cc(CC)sc1NC(=O)c1ccc([N+](=O)[O-])o1,3.241
CCOC(=O)c1cc(CC)sc1NC(=O)c1ccccc1F,3.879
Cc1cc(OC(=O)c2ccco2)c2c3c(c(=O)oc2c1)CCCC3,3.792
O=C(Nc1cccc2ccccc12)c1scc2c1CCCC2,5.032
CCOC(=O)c1cc(CC)sc1NC(=O)C(F)(F)F,2.988
O=C(Oc1cc2oc(=O)c3c(c2cc1Cl)CCCC3)c1ccco1,4.137
CCOC(=O)c1cc(CC)sc1NC(=O)C(Cl)Cl,3.229
O=C(Nc1cccc(C(F)(F)F)c1)c1scc2c1CCCC2,4.898
CCOC(=O)c1cc(CC)sc1NC(=O)C(Cl)(Cl)Cl,3.796
Cc1c(OC(=O)c2ccco2)ccc2c3c(c(=O)oc12)CCCC3,3.792
O=C(NCc1ccccc1)c1scc2c1CCCC2,3.557
Cc1nn(-c2ccccc2)nc1C(=O)Nc1nnc(C2CC2)s1,2.557
Cc1nn(-c2ccccc2)nc1C(=O)Nc1nncs1,1.68
O=C(Nc1cccc(O)c1)c1scc2c1CCCC2,3.585
O=C(CSc1ncn[nH]1)Nc1ccc(Br)cc1,2.298
Clc1cccc2nnc(-c3ccc(Br)cc3)n12,3.812
FC(F)(F)c1cc(Br)c2nc(S)[nH]c2c1,3.633
Clc1cccc2nnc(-c3ccc4c(c3)OCO4)n12,2.778
Cc1nnc(NC(=O)c2nn(-c3ccccc3)nc2C)s1,1.988
O=Cc1c(-c2ccccc2)c(C=O)n2ccccc12,3.231
CC(C)=CCOc1cc2oc(=O)c3c(c2cc1Cl)CCCC3,4.67
CC(C)=CCOc1cc(C)cc2oc(=O)c3c(c12)CCCC3,4.325
CCc1nnc(NC(=O)c2nn(-c3ccccc3)nc2C)s1,2.242
Cc1ccn2c(C=O)c(-c3ccc(F)cc3)c(C=O)c2c1,3.679
COC(=O)c1cc(COc2ccc3ccc(=O)oc3c2)c(C)o1,3.06
O=C(O)CN1CC(=O)Oc2ccccc21,0.497
O=C(O)c1ccc(COc2ccc3ccc(=O)oc3c2)o1,2.663
FC(F)(F)c1cc(Cl)c2[nH]c(=S)[nH]c2c1,3.898
Cc1oc(C(=O)O)cc1COc1ccc2ccc(=O)oc2c1,2.972
CSC1=NCCN1C(=O)c1nn(-c2ccccc2)nc1C,1.751
O=[N+]([O-])c1ccc(Sc2nc3ccccc3s2)nc1,3.751
CSC1=NCCCN1C(=O)c1nn(-c2ccccc2)nc1C,2.141
CCc1cc(=O)oc2cc(OCc3ccc(C(=O)O)o3)ccc12,3.226
O=C(O)[C@@H](Oc1ccc2c3c(c(=O)oc2c1)CCC3)c1ccccc1,3.486
CC(=O)Nc1ccc(F)cc1Cl,2.438
Cc1cccc(C)c1NC(=O)CSc1ccc([N+](=O)[O-])cn1,3.337
O=[N+]([O-])c1cnc(-n2cccc2)s1,1.842
O=C(O)[C@H](Oc1ccc2c3c(c(=O)oc2c1)CCC3)c1ccccc1,3.486
CSC(=S)Nc1ccc(F)cc1F,3.025
CC(=O)c1ccc(SCC(=O)Nc2ccccc2)c([N+](=O)[O-])c1,3.528
CSC(=S)Nc1ccc(Cl)cc1,3.4
Cc1cc(F)c(F)c(C(=O)N2CCCC[C@H]2C)c1,3.288
COc1ccc(-c2cc(=O)oc3c(C)c(O)ccc23)cc1,3.483
CC(=O)c1cc2cc(Br)ccc2o1,3.398
Cc1cc(F)c(F)c(C(=O)N2CCCC[C@@H]2C)c1,3.288
O=C(Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1)C1CCCCC1,4.946
CC(=O)COc1cc(C)cc2oc(=O)c(Cc3ccccc3)c(C)c12,3.968
Cc1cc(OC(=O)C2CCCCC2)c2c3c(c(=O)oc2c1)CCCC3,4.466
CN(C)/C=C(\C#N)C(=O)Nc1ccc(F)c(F)c1,1.872
Cc1cc(OC(=O)C2CCCCC2)c2c3c(c(=O)oc2c1)CCC3,4.076
Cc1ccc(NC(=O)C(C#N)=CN(C)C)cc1Cl,2.556
Cc1c(OC(=O)C2CCCCC2)ccc2c3c(c(=O)oc12)CCC3,4.076
CC1(C)OC(=O)C(=CNc2ccc(C(=O)O)cc2)C(=O)O1,1.517
O=C(Oc1cc2oc(=O)c3c(c2cc1Cl)CCC3)C1CCCCC1,4.421
Cc1ccc2nc(NC=C(C#N)C#N)sc2c1,2.948
C/N=C1\S[C@@H](C(=O)Nc2ccccc2)CC(=O)N1C,1.575
Cc1c(OC(=O)C2CCCCC2)ccc2c3c(c(=O)oc12)CCCC3,4.466
Nc1nncn1C(=O)c1cccs1,0.61
COc1cccc2sc(NC=C(C#N)C#N)nc12,2.648
Cc1ccc(C(=O)n2cnnc2N)cc1Cl,1.511
COc1ccc(-c2nnc3cccc(Cl)n23)c(OC)c1,3.067
Nc1nncn1C(=O)COc1ccc(Cl)cc1,1.233
Cc1cc(OCC(=O)n2cnnc2N)cc(C)c1Cl,1.85
COc1ccc2c(c1)c(=O)oc1c(C)c(OC(=O)C3CC3)ccc12,3.579
FC(F)(F)c1ccc(-c2nnc3cccc(Cl)n23)cc1,4.069
O=C(Cc1nn[nH]n1)Nc1ccc(F)c(Cl)c1,1.173
Clc1ccc(-c2nnc3cccc(Cl)n23)cc1,3.703
COc1ccc2c(c1)c(=O)oc1cc(OC(=O)C3CC3)ccc12,3.27
O=C(Cc1nn[nH]n1)Nc1ccc(F)cc1F,0.659
Nc1nncn1C(=O)COc1ccc(Br)cc1Cl,1.995
CCOC(=O)CCc1c(C)c2ccc(O)cc2oc1=O,2.303
COc1ccc(-c2cc(=O)oc3cc(OC(=O)C4CC4)ccc23)cc1,3.784
O=C(Cc1nn[nH]n1)Nc1cc(Cl)cc(Cl)c1,1.688
COC(=O)c1c(NC(=O)c2ccoc2C)sc2c1CCCC2,3.567
CCOC(=O)c1sc(C)c2c1N[C@H](c1ccccc1)NC2=O,3.087
CCOC(=O)c1sc(C)c2c1N[C@@H](c1ccccc1)NC2=O,3.087
O=C(Cc1nn[nH]n1)Nc1ccc(F)cc1,0.52
Cc1cc(OC(=O)C2CC2)c2c3c(c(=O)oc2c1)CCCC3,3.296
Cc1ccc(NC(=O)Cc2nn[nH]n2)cc1Cl,1.343
CCN1CCn2c3c(c4cc(C)ccc42)CCC[C@@H]31,3.663
Cc1cc(OC(=O)C2CC2)c2c3c(c(=O)oc2c1)CCC3,2.906
COC(=O)CSc1cc(C)c(Cl)cc1Cl,3.567
CCN1CCn2c3c(c4cc(C)ccc42)CCC[C@H]31,3.663
CCc1cc(=O)oc2cc(OCc3cccc(C(F)(F)F)c3)ccc12,4.953
COC(=O)CSc1cc(C)c(Cl)cc1C,3.222
Cc1[nH]c(=S)sc1CC(Cl)(Cl)Cl,4.027
Nc1cc(C(F)(F)F)ccc1N1CCCC1,2.888
O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccco1,4.324
Cc1c(CCC(=O)O)c(=O)oc2cc(O)ccc12,1.824
NC(=O)Nc1ccc2[nH]ncc2c1,1.054
CC[C@H](Sc1nc2ccccc2[nH]1)C(=O)O,2.518
CCOC(=O)COc1nc(OC)nc(N2CCOCC2)n1,0.341
Cc1cc(NC(=O)NC(=O)c2ccccc2F)no1,2.084
O=c1ccc2ccc(OCc3cc4c(cc3Cl)OCO4)cc2o1,3.754
CC[C@@H](Sc1nc2ccccc2[nH]1)C(=O)O,2.518
Cc1cc(C)n(-c2ccc(Cl)cc2)c(=O)c1C(=O)O,2.806
Cc1cc(NC(=O)NC(=O)c2c(Cl)cccc2Cl)no1,3.252
CCOC(=O)[C@H]1[C@H](c2ccc([N+](=O)[O-])cc2)NC(=S)N[C@]1(C)O,1.001
Cc1cc(=O)oc2cc(OCc3cc4c(cc3Cl)OCO4)ccc12,4.063
Cc1cc(NC(=O)NC(=O)c2c(F)cccc2Cl)no1,2.737
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@@H]1c1ccncc1,2.085
COc1ccc(S(=O)(=O)NCC(=O)O)cc1,0.058
Cc1cccc(NC(=O)c2nc[nH]c2C(=O)Nc2cccc(C)c2)c1,3.531
Cc1onc(NC(=O)NC(=O)c2ccccc2F)c1Br,2.847
COc1ccc(S(=O)(=O)N[C@@H](C)C(=O)O)cc1,0.447
COC(=O)CS(=O)(=O)c1cc(C)c(Cl)cc1Cl,2.249
COc1ccc(S(=O)(=O)N[C@H](C)C(=O)O)cc1,0.447
Cc1ccc(-c2cnc(-c3ccccc3)sc2=O)cc1,4.146
O=C(O)[C@H](CO)NS(=O)(=O)c1ccc(Br)cc1,0.173
O=C(O)[C@H](CO)NS(=O)(=O)c1ccc(F)cc1,0.451
COC(=O)/C(=C\N(C)C)Sc1cc(C)c(Cl)cc1Cl,3.97
CCC[C@H](NS(=O)(=O)c1ccc(OC)cc1)C(=O)O,1.227
CCC[C@@H](NS(=O)(=O)c1ccc(OC)cc1)C(=O)O,1.227
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@H]1c1ccncc1,2.085
COC(=O)CS(=O)(=O)c1cc(C)c(Cl)cc1C,1.904
CCC[C@H](NS(=O)(=O)c1ccc(Br)cc1)C(=O)O,1.981
COC(=O)C(=CN(C)C)Sc1cc(C)c(Cl)cc1C,3.625
CCC[C@@H](NS(=O)(=O)c1ccc(Br)cc1)C(=O)O,1.981
CCC[C@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)O,1.357
CCC[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)O,1.357
COC(=O)C(=CN(C)C)S(=O)(=O)c1cc(C)c(Cl)cc1C,2.307
CCC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O,1.218
CCC[C@@H](NS(=O)(=O)c1ccccc1)C(=O)O,1.218
O=C(O)CN(CC(=O)O)S(=O)(=O)c1ccc(F)cc1,0.014
Cc1cc(OC(=O)c2cccc(F)c2)n(-c2ccccc2)n1,3.539
COc1ccc(S(=O)(=O)N(CC(=O)O)CC(=O)O)cc1,0.145
O=C(O)[C@@H](NS(=O)(=O)c1ccccc1)c1ccccc1,1.791
COc1cccc([C@H]2C(C#N)=C(N)Oc3[nH]nc(-c4ccccn4)c32)c1,2.698
C=CCc1c(O)nc(SCc2ccc(Cl)cc2)[nH]c1=O,3.15
O=C(O)C1CCC(CNS(=O)(=O)c2ccc(F)cc2)CC1,1.995
O=C(NCC1CC1)c1cccnc1Oc1ccccc1,3.014
C=CCc1c(O)nc(SCc2ccccc2Cl)[nH]c1=O,3.15
O=C(NCC1CC1)NC(=O)c1ccccc1F,1.675
O=C(NCC1CC1)c1cc2ccccc2oc1=O,1.933
O=C(O)C1CCC(CNS(=O)(=O)c2ccccc2)CC1,1.856
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@@H]1c1ccc(O)cc1,2.395
COc1ccc([N+](=O)[O-])c(OC)c1C(=O)NCC1CC1,1.752
Cc1cc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)no1,3.081
Cc1nn(-c2ccccc2)nc1C(=O)NCC1CC1,1.716
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@H]1c1ccc(O)cc1,2.395
CN(C1=NC(=O)/C(=C/c2ccccc2Cl)S1)c1ccc(O)cc1,4.152
O=C(NCC1CC1)c1cccs1,1.888
COC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12,3.083
O=C(O)[C@H]1[C@H]2C=C[C@]3(CN(C4CCCCC4)C(=O)[C@H]13)O2,1.186
O=C(NCC1CC1)NC(=O)c1c(Cl)cccc1Cl,2.843
CC1(C)CC(=O)C2=C(C1)c1c(ccc3ccccc13)N[C@@H]2c1ccco1,5.742
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@@H]1c1ccc(F)cc1,2.829
O=C(NCC1CC1)NC(=O)c1c(F)cccc1Cl,2.329
O=S(=O)(NCC1CC1)c1ccc(F)cc1F,1.653
CC1(C)CC(=O)C2=C(C1)c1c(ccc3ccccc13)N[C@H]2c1ccco1,5.742
C[C@H]1Nc2ccccc2C(C(F)(F)F)(C(F)(F)F)O1,3.795
C[C@@H]1Nc2ccccc2C(C(F)(F)F)(C(F)(F)F)O1,3.795
COc1cccc(NC(=O)N2c3ccccc3Sc3ccccc32)c1,5.53
O=S(=O)(NCC1CC1)c1cc(Cl)cc(Cl)c1,2.682
CC1=Nc2ccc3ccccc3c2C(C(F)(F)F)(C(F)(F)F)O1,5.24
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@H]1c1ccc(F)cc1,2.829
Cc1cc(S(=O)(=O)NCC2CC2)c(C)cc1Cl,2.645
CCNC(=O)N1c2ccccc2Sc2ccccc21,4.019
CC(C)CNC(=O)N1c2ccccc2Sc2ccccc21,4.655
COc1nc(S(=O)(=O)c2ccc(C)cc2)c(Cl)s1,2.946
CC[C@@H](C)NC(=O)N1c2ccccc2Sc2ccccc21,4.797
CC[C@H](C)NC(=O)N1c2ccccc2Sc2ccccc21,4.797
O=S(=O)(NCC1CC1)c1ccc(F)c(Cl)c1,2.167
CC(C)Oc1ccccc1/C=C1/SC(N2CCOCC2)=NC1=O,2.776
O=C(NCc1ccccc1)N1c2ccccc2Sc2ccccc21,5.199
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@@H]1c1cccc(F)c1,2.829
Cc1cc(S(=O)(=O)NCC2CC2)c(Cl)cc1Cl,2.99
C[C@H](NC(=O)N1c2ccccc2Sc2ccccc21)c1ccccc1,5.76
C[C@@H](NC(=O)N1c2ccccc2Sc2ccccc21)c1ccccc1,5.76
O=C(NCC1CC1)Nc1ccccc1F,2.357
CC(=O)N1CCN(C2=NC(=O)/C(=C/c3cccs3)S2)CC1,1.883
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@H]1c1cccc(F)c1,2.829
Cc1ccc(CNC(=O)N2c3ccccc3Sc3ccccc32)cc1,5.508
Cc1cc(S(N)(=O)=O)c(C)cc1Cl,1.604
O=C(NC[C@H]1CCCO1)N1c2ccccc2Sc2ccccc21,4.178
Cc1cc(S(N)(=O)=O)c(Cl)cc1Cl,1.949
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@@H]1c1cccs1,2.751
CC(C)=C1SC(N2CCN(c3ccc(C)cc3)CC2)=NC1=O,3.04
O=C(NC[C@@H]1CCCO1)N1c2ccccc2Sc2ccccc21,4.178
O=C(Nc1ccccc1C(=O)NCC1CC1)c1cccs1,3.14
O=C(NC1CCCCC1)N1c2ccccc2Sc2ccccc21,5.332
CN(C)CCNC(=O)N1c2ccccc2Sc2ccccc21,3.561
CCN(CC)C(=O)N1c2ccccc2Sc2ccccc21,4.751
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@H]1c1cccs1,2.751
O=C(N1CCCC1)N1c2ccccc2Sc2ccccc21,4.505
C=C[C@@](C)(Cc1cccc2ccccc12)NC(=S)N1CCCCC1,4.687
CCCc1ccc(-c2ccc(C(N)=O)cc2)cc1,3.405
O=C(N1CCCCC1)N1c2ccccc2Sc2ccccc21,4.895
Cc1nn(-c2ccccc2)nc1C(=O)NC(=O)N1CCSCC1,1.474
O=C(N1CCOCC1)N1c2ccccc2Sc2ccccc21,3.742
C=C[C@](C)(Cc1cccc2ccccc12)NC(=S)N1CCCCC1,4.687
Cc1ccc(CCC(=O)Nc2ncc(Cc3ccccc3)s2)o1,4.207
O=C(Nc1cccc2cccnc12)c1ccc(Cl)cc1Cl,4.794
O=C(N1CCCCCC1)N1c2ccccc2Sc2ccccc21,5.285
O=C(NC1CCCCCC1)N1c2ccccc2Sc2ccccc21,5.722
Cc1ccc(Cc2cnc(NC(=O)CCc3ccc(C)o3)s2)cc1,4.515
Cc1nn(-c2ccccc2)nc1C(=O)NC(=O)N1C[C@@H](C)O[C@H](C)C1,1.535
O=C(CC1c2ccccc2Oc2ccccc21)Nc1ccccc1F,5.092
Cc1ccc(C)c(-c2[nH]c(-c3ccc(O)cc3)nc2-c2ccccc2)c1,5.733
N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2[C@@H]1c1cccc(O)c1,3.062
Cc1nn(-c2ccccc2)nc1C(=O)NC(=O)N1C[C@H](C)O[C@@H](C)C1,1.535
COc1ccc(/C(C#N)=C/c2ccc(-c3ccc(F)cc3)o2)cc1OC,5.167
COc1ccc(-c2[nH]c(C3CCCCC3)nc2-c2ccccc2)cc1,5.8
N#CCC(=O)Nc1ncc(Cc2cccc(Cl)c2)s1,3.239
N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2[C@H]1c1cccc(O)c1,3.062
Cc1nn(-c2ccccc2)nc1C(=O)NC(=O)N1CCCC1,1.521
Clc1ccc(Cl)c(-c2ccc(/C=N\n3cnnc3)o2)c1,3.727
Clc1ccc(Cl)c(-c2ccc(/C=N/n3cnnc3)o2)c1,3.727
O=C(NC(=O)c1ccc(F)c(Cl)c1)NC1CC1,2.081
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@@H]1c1cccnc1,2.085
C#CC1(NC(=O)NC(=O)c2ccc(F)c(Cl)c2)CCCCC1,3.255
Cc1ccc(-c2ccc(/C=N\n3cnnc3)o2)cc1,2.729
Cc1cc(S(=O)(=O)n2cccc2)c(Cl)cc1Cl,3.34
Cc1ccc(-c2ccc(/C=N/n3cnnc3)o2)cc1,2.729
Cc1cc(S(=O)(=O)n2cccc2)c(C)cc1Cl,2.995
Fc1ccc(-c2ccc(/C=N\n3cnnc3)o2)cc1,2.559
COC(=O)c1sccc1OC(=O)c1cc2ccccc2oc1=O,2.86
COC(=O)c1sccc1OC(=O)c1c(F)cccc1F,3.032
N#CC1=C(N)Oc2[nH]nc(-c3ccccn3)c2[C@H]1c1cccnc1,2.085
COC(=O)c1sccc1OC(=O)c1nn(-c2ccccc2)nc1C,2.643
Fc1ccc(-c2ccc(/C=N/n3cnnc3)o2)cc1,2.559
Cc1ccc(CCC(=O)Nc2ccc(Cl)c(Cl)c2)o1,4.466
Cc1cc(S(=O)(=O)NN)c(Cl)cc1Cl,1.454
Cc1ccc(CCC(=O)Nc2ccc(C(F)(F)F)cc2)o1,4.178
Cc1cc(C)n(-c2ccc(N3CCOCC3)nn2)n1,1.116
Cc1ccc(CCC(=O)Nc2ccc(OC(F)(F)F)cc2)o1,4.058
Cc1ccc(CCC(=O)Nc2ccc(Cl)c([N+](=O)[O-])c2)o1,3.721
CCc1ccc(-c2ccc(C(=O)Nc3nnc(CC)s3)cc2)cc1,4.582
COc1cc(C)c(NC(=O)Cc2ccc(F)cc2)cc1C(C)C,4.447
