SMILES,logP
O=C(Nc1ccccc1)Nc1ccccc1C(=O)NCC1CC1,3.47
O=C(Nc1ccc(F)cc1F)Nc1ccccc1C(=O)NCC1CC1,3.749
Cc1cc(C)cc(NC(=O)Nc2ccccc2C(=O)NCC2CC2)c1,4.087
Cc1onc(-c2ccccc2)c1C(=O)Cn1cc([N+](=O)[O-])nc1C,2.946
CC(C)(C)c1ccc(C2=NC(=O)[C@@H](CC(=O)O)S2)cc1,2.847
CC(C)(C)c1ccc(C2=NC(=O)[C@H](CC(=O)O)S2)cc1,2.847
O=C(O)C[C@H]1SC(c2cccc(Cl)c2)=NC1=O,2.203
O=C(O)C[C@@H]1SC(c2cccc(Cl)c2)=NC1=O,2.203
O=C(O)C[C@H]1SC(c2ccc3c(c2)OCO3)=NC1=O,1.279
O=C(O)C[C@@H]1SC(c2ccc3c(c2)OCO3)=NC1=O,1.279
N#Cc1cccnc1NNC(=O)CC1(CC(=O)O)CCCC1,1.822
O=C(Nc1ccc(I)cc1)c1cnsn1,2.395
O=C(Nc1ccc(F)c(Cl)c1)c1cnsn1,2.583
CCOC(=O)c1cccc(NC(=O)c2cnsn2)c1,1.967
N#Cc1cccnc1NNC(=O)CCC(=O)O,0.261
C[C@H]1Cc2ccccc2N1C(=O)c1cnsn1,2.13
C[C@@H]1Cc2ccccc2N1C(=O)c1cnsn1,2.13
O=C(NCCC1=CCCCC1)c1cnsn1,2.158
O=C(NNc1ccccc1)c1cnsn1,1.295
CCOC(=O)c1c(NC(=O)c2ccncc2)sc2c1[C@H](C)CCC2,4.012
CCOC(=O)c1c(NC(=O)c2ccncc2)sc2c1[C@@H](C)CCC2,4.012
N#Cc1cccnc1NNC(=O)c1ccccc1C(=O)O,1.408
COc1cccc(-c2csc(NC(=O)COc3ccccc3)n2)c1,3.836
O=C(COc1ccccc1)Nc1nc(-c2ccccc2Cl)cs1,4.481
COc1ccccc1OCC(=O)Nc1nc2c(s1)CCCC2,3.048
CC(C)(C)c1ccc(NC(=O)NNc2ncccc2C#N)cc1,3.399
Cc1cccc(CSc2nnc(N)s2)c1,2.721
N#Cc1cccnc1NNC(=O)Nc1cccc2ccccc12,3.255
C=CCc1ccccc1OCC(=O)Nc1ccc(Cl)c(Cl)c1,4.739
