SMILES,logP
Cc1nc2n(CC(=O)c3ccccc3)cccc-2c1CC#N,3.245
Cc1c2cccn(CC(=O)c3ccc(F)cc3)c-2nc1Cl,3.972
Cc1nc2n(CC(=O)c3ccc(F)cc3)cccc-2c1C,3.627
Cc1c2cccn(C[C@H](O)c3ccc(F)cc3)c-2nc1Cl,3.822
Cc1c2cccn(CC(=O)c3ccccc3)c-2nc1Cl,3.833
Cc1c2cccn(C[C@H](O)c3ccccc3)c-2nc1Cl,3.683
Cc1nc2n(CC(=O)c3ccc(F)cc3F)cc(F)cc-2c1CC#N,3.663
Cc1nc2n(CC(=O)c3ccccc3)cc(F)cc-2c1CC#N,3.384
Cc1nc2n(CC(=O)c3ccc(F)cc3F)cccc-2c1CC#N,3.524
COc1ccccc1C(=O)Cn1cccc2c(CC#N)c(C)nc1-2,3.254
Cc1nc2n(CC(=O)c3ccccc3O)cccc-2c1CC#N,2.951
Cc1nc2n(CC(=O)c3ccc(F)cc3)cc(F)cc-2c1CC#N,3.524
Cc1nc2n(CC(=O)c3ccc(F)cc3)cccc-2c1CC#N,3.384
COc1ccccc1C(=O)Cn1cc(F)cc2c(CC#N)c(C)nc1-2,3.393
Cc1nc2n(CC(=O)c3ccccc3)cc(Cl)cc-2c1CC#N,3.899
Cc1nc2n(C[C@H](O)c3ccccc3)cc(Cl)cc-2c1CC#N,3.749
Cc1nc2n(CC(=O)c3ccccc3O)cc(F)cc-2c1CC#N,3.09
c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,4.673
Cc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,5.289
CN1CCc2ccc(O)cc2[C@@]2(CCc3ccccc32)C1,3.112
COc1cc2c(cc1O)[C@]1(CCc3ccccc31)CNCC2,2.779
COc1cc2c(cc1O)[C@]1(CCc3ccccc31)CN(C)CC2,3.121
Nc1nc(C#Cc2ccccc2)nc2nc(-c3ccco3)nn12,1.761
Nc1nc(CCc2ccccc2)nc2nc(-c3ccco3)nn12,2.147
Nc1nc(-c2cccc(C(F)(F)F)c2)nc2nc(-c3ccco3)nn12,3.047
COc1ccc(-c2nc(N)n3nc(-c4ccco4)nc3n2)cc1,2.037
Nc1nc(-c2cccc(F)c2)nc2nc(-c3ccco3)nn12,2.168
Nc1nc(-c2cccs2)nc2nc(-c3ccco3)nn12,2.09
COc1cc(Br)c(/C=C(\C#N)c2cccnc2)cc1OC,3.925
COC1=CC(=O)c2c(c(COC(C)=O)c3n2CC[C@@H]3OC(C)=O)C1=O,1.468
CCNC(=O)OCc1c2c(n3c1[C@@H](O)CC3)C(=O)C(C)=C(OC)C2=O,1.471
COC1=C(C)C(=O)c2c(c(C)c3n2CCC3)C1=O,2.042
C[N+](C)([O-])CCn1nc2c3c(cccc31)C(=O)c1c(O)ccc(O)c1-2,2.233
C[N+](C)([O-])CCn1nc2c3c(cccc31)C(=O)c1c(O)cccc1-2,2.528
C[N+](C)([O-])CCn1nc2c3c(cccc31)C(=O)c1cccc(O)c1-2,2.528
O=c1[nH][nH]c(=O)c2c(O)c3ccc(Br)cc3nc12,1.233
Cc1cc(Cl)cc2nc3c(=O)[nH][nH]c(=O)c3c(O)c12,1.432
Cc1cc(Br)cc2nc3c(=O)[nH][nH]c(=O)c3c(O)c12,1.541
CCc1cc(Br)cc2nc3c(=O)[nH][nH]c(=O)c3c(O)c12,1.795
O=c1[nH][nH]c(=O)c2nc3cc(Cl)ccc3cc12,1.418
Nc1c2ccccc2nc2c(=O)[nH][nH]c(=O)c12,0.347
CCc1cccc2nc3c(=O)[nH][nH]c(=O)c3c(O)c12,1.033
Cc1cc(Cl)c2c(O)c3c(=O)[nH][nH]c(=O)c3nc2c1,1.432
CN1CCC(=C2c3ccsc3CCn3ccnc32)CC1,3.028
Cc1cc2c(o1)CCn1ccnc1C2=C1CCN(C)CC1,2.868
CCCN(CCC)[C@H]1Cc2c[nH]c3ccc(-c4cc[nH]n4)c(c23)C1,4.147
CN(C)[C@@H]1Cc2c[nH]c3ccc(-c4cn[nH]c4)c(c23)C1,2.587
CCCN(CCC)[C@@H]1Cc2c[nH]c3ccc(-c4ccncc4)c(c23)C1,4.819
CCCN(CCC)[C@H]1Cc2c[nH]c3ccc(-c4ccccn4)c(c23)C1,4.819
CCCN(CCC)[C@@H]1Cc2c[nH]c3ccc(-c4nccs4)c(c23)C1,4.881
CCCN(CCC)[C@@H]1Cc2c[nH]c3ccc(-c4cncs4)c(c23)C1,4.881
CCCN(CCC)[C@@H]1Cc2c[nH]c3ccc(-c4ncon4)c(c23)C1,3.807
CCCN(CCC)[C@@H]1Cc2c[nH]c3ccc(-c4ccon4)c(c23)C1,4.412
c1cc(-c2ccc3[nH]cc4c3c2C[C@H](N(CC2CC2)CC2CC2)C4)n[nH]1,4.147
CCCN(CCC)[C@@H]1Cc2c[nH]c3ccc(-c4cc[nH]n4)c(c23)C1,4.147
CCCN(CCC)[C@@H]1Cc2c[nH]c3ccc(-c4ncco4)c(c23)C1,4.412
COc1cc2nc(NCc3cccnc3)sc2c(OC)c1O,3.026
Cc1c(O)c(C)c2sc(NCc3cccnc3)nc2c1C,3.934
Cc1cc(O)c(C)c2sc(NCc3cccnc3)nc12,3.626
CCNc1nc2c(C)c(Cc3cccnc3)c(O)c(C)c2s1,4.036
CCNc1nc2c(C)c(C)c(O)c(Cc3cccnc3)c2s1,4.036
CC1(C)C[C@H](n2cc(C#N)c3ccccc32)c2cc(C#N)ccc2O1,4.535
CC(=O)O[C@@H]1c2ccccc2C(=O)N1CCO[N+](=O)[O-],0.912
CCCC(=O)O[C@@H]1c2ccccc2C(=O)N1CCO[N+](=O)[O-],1.693
O=C(O[C@@H]1c2ccccc2C(=O)N1CCO[N+](=O)[O-])c1ccccc1,2.206
N#C[C@H]1C=Cc2ccccc2N1C(=O)/C=C/c1ccccc1,3.652
N#C[C@H]1C=Cc2ccccc2N1C(=O)/C=C/c1ccc(F)cc1,3.791
CC1=C[C@H](C#N)N(C(=O)c2ccc(Cl)cc2)c2ccccc21,4.296
N#C[C@H]1CCc2ccccc2N1C(=O)c1ccc(Cl)cc1,3.825
N=C(N)[C@H]1C=Cc2ccccc2N1C(=O)c1ccc(Cl)cc1,3.318
N=C(N)[C@H]1C=Cc2ccccc2N1C(=O)/C=C/c1ccc(Cl)cc1,3.718
N#Cc1ccc(/C=C/C(=O)N2c3ccccc3C=C[C@@H]2C#N)cc1,3.524
CC(=O)n1cc(F)c(=O)[nH]c1=O,0.664
CCC(=O)n1c(=O)[nH]cc(F)c1=O,0.274
CC(=O)n1cc(F)c(=O)n(C(C)=O)c1=O,0.531
CCOC(=O)n1cc(F)c(=O)[nH]c1=O,0.32
Nc1ccc(O[C@@H]2CN3CCC2CC3)cc1,1.742
Cc1ccc(Nc2nc3[nH]nc(C)c3c(=O)s2)cc1,2.74
Cc1n[nH]c2nc(Nc3ccc(Cl)cc3)sc(=O)c12,3.085
Cc1n[nH]c2nc(Nc3ccccc3Cl)sc(=O)c12,3.085
Cc1n[nH]c2nc(Nc3ccc(Br)cc3)sc(=O)c12,3.194
Cc1n[nH]c2nc(Nc3ccc(F)cc3)sc(=O)c12,2.571
Cc1n[nH]c2nc(Nc3ccccc3F)sc(=O)c12,2.571
Cc1n[nH]c2nc(Nc3cccc(F)c3)sc(=O)c12,2.571
Cc1n[nH]c2nc(Nc3cccc(C(F)(F)F)c3)sc(=O)c12,3.45
Cn1nc(O[C@H]2c3cc(C#N)ccc3C(=O)C(C)(C)[C@@H]2O)ccc1=O,1.355
CC1(C)C(=O)c2ccc(C#N)cc2[C@H](NC(=O)c2ccccn2)[C@H]1O,2.008
Cc1cn(N2C=COc3cnccc32)c2ccccc12,3.478
C[C@H]1CO[C@H](c2ccc(F)c(F)c2)[C@@H](C)N1,2.403
O=C1Nc2ccccc2S(=O)(=O)c2ccccc21,2.085
O=C1Nc2ccccc2Sc2c1cccc2C(F)(F)F,4.422
CN1C(=O)c2cccc(C(F)(F)F)c2Sc2ccccc21,4.447
O=C1Nc2ccccc2Sc2c(F)cccc21,3.543
CSc1cccc2c1Sc1ccccc1NC2=O,4.125
COc1ccc2c(c1)S(=O)(=O)c1ccccc1C(=O)N2,2.094
Cc1ccc(Sc2ccc(-c3cnn4c(O)ccnc34)cc2)cc1,4.562
Cc1cc(-c2cnn3c(O)ccnc23)ccc1SCc1ccccc1,4.703
O=C(O)c1c2n(c3cc(-c4ccccc4)c(F)cc3c1=O)CS2,3.569
