SMILES,logP
COc1cc(C(=O)O)c(CNC(=O)CCl)c(OC)c1OC,1.266
Cc1ccccc1/[N+]([O-])=C/c1ccncc1,2.651
CCC[C@@H]1Nc2ccc(C(=O)O)cc2[C@@H]2C=CC[C@H]12,3.639
Cc1c(Cl)cccc1-c1ccc(C=C2C(=O)c3ccccc3C2=O)o1,5.371
COc1ccc(N2C(=O)C[C@H](NC[C@H]3CCCO3)C2=O)cc1,1.096
Cc1nc([N+](=O)[O-])cn1C[C@@H](O)c1ccccc1,1.833
Cn1cc(/C=c2/sc3nc4ccccc4n3c2=O)c2ccccc21,2.949
COc1ccc(N2C(=O)C[C@H](NC[C@@H]3CCCO3)C2=O)cc1,1.096
Cc1cc(N2CCN(C(=O)/C=C/C(=O)O)CC2)c2ccccc2n1,1.833
[O-]/[N+](=C\c1ccc(OC(F)F)cc1)c1ccccc1,3.549
O=C(O)c1cccc(Nc2nc(-c3ccc(Cl)cc3)cs2)c1,4.905
COc1ccc(/C=[N+](\[O-])c2ccccc2C)cc1,3.265
Cc1nc(N)sc1-c1csc(Nc2cccc(Cl)c2)n1,4.554
CCCN(CC1CC1)[C@@H]1CC(=O)N(c2ccc(OC)cc2)C1=O,2.449
CC(C)(C)OC(=O)n1ccc2cc(Br)ccc21,4.187
CCOC(=O)c1c(NC(=O)CN(CC)CC)sc2c1CCCC2,3.084
Cc1cccc(Nc2nc(-c3c(C)nc4ncccn34)cs2)c1,4.213
COc1ccc([C@@H](O)Cn2cc([N+](=O)[O-])nc2C)cc1,1.842
COc1ccc(N2C(=O)C=C(Nc3ccccc3)C2=O)cc1,2.564
O=C(NC(=S)Nc1c(Cl)cccc1Cl)c1ccccc1,4.12
COc1ccc([C@H](O)Cn2cc([N+](=O)[O-])nc2C)cc1,1.842
CCCN(CC1CC1)[C@@H]1CC(=O)N(c2ccc(OCC)cc2)C1=O,2.839
Cc1nc2ncccn2c1-c1csc(Nc2ccccc2Cl)n1,4.558
COC(=O)c1c(NC(=O)/C=C/C(=O)O)sc2c1CCCC2,1.993
N#Cc1c(C(F)(F)F)cc(-c2ccccc2)n(N)c1=O,2.12
