SMILES,logP
Cc1cccc(NC(=O)c2ccc3c(c2)OCCO3)n1,2.414
Cc1ccc(NCn2nnc3ccccc32)c(Br)c1,3.572
COc1ccc(-n2cccc2/C=N/n2cnnc2)cc1,1.96
COc1cc(-c2noc(C)n2)cc(OC)c1OC,2.071
Cc1c(Cl)cccc1NCn1nnc2ccccc21,3.463
CCc1nnc(NC(=O)COc2ccc(C)cc2)s1,2.426
O=C(CSc1nnnn1-c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.546
Cc1oc(/N=C\c2ccc([N+](=O)[O-])s2)c(C#N)c1C,3.488
Cc1ccc(C(=O)Nc2c(C)ccc3nsnc23)cc1,3.56
COc1ccc(CC(=S)C(=O)O)cc1OC,1.701
CCOC(=O)c1ccc(/N=C/c2ccc(Cl)c(Cl)c2)cc1,4.921
Cc1ccc2nsnc2c1NC(=O)Cc1ccccc1,3.181
O=C(O)C(=S)Cc1ccc2c(c1)OCO2,1.412
CC1=NN(C(=O)c2ccco2)[C@@](O)(c2ccncc2)C1,1.742
COc1ccccc1C(=O)Nc1nc2ccccc2s1,3.557
O=C(O)/C(S)=C/c1ccc2c(c1)OCO2,1.771
O=C(O)C(=S)Cc1ccc(Cl)cc1,2.337
O=C(Nc1ccc(Cl)cn1)c1ccc2c(c1)OCCO2,2.759
CCc1nnc(NC(=O)c2cccc([N+](=O)[O-])c2C)s1,2.569
O=C(O)/C(S)=C/c1ccc(Cl)cc1,2.695
Cc1cccc(/N=C2\NCCCS2)c1,2.709
O=C(O)C(=S)Cc1ccccc1Cl,2.337
O=C(O)/C(S)=C/c1ccccc1Cl,2.695
Cc1cccc(Cl)c1NC1=NCCCS1,3.553
O=C(O)C(=S)Cc1ccccc1,1.684
CCc1nnc(NC(=O)COc2ccc(Cl)cc2)s1,2.771
CCOC(=O)c1ccccc1NS(=O)(=O)c1ccc(C)cc1,2.973
COc1ccccc1C(=O)Nc1c(C)ccc2nsnc12,3.261
O=C(c1ccc(Cl)cc1Cl)N1CCOCC1,2.466
COc1cccc(C(=O)Nc2c(C)ccc3nsnc23)c1,3.261
CC1=NN(C(=O)c2ccco2)[C@](O)(c2ccncc2)C1,1.742
O=[N+]([O-])/C=C/c1ccc(Cl)cc1,2.587
Cc1cccc(OCC(=O)NCc2ccccc2)c1,2.69
COc1ccc(C(=O)Nc2c(C)ccc3nsnc23)cc1,3.261
Cc1ccc(CSc2nc3ccc([N+](=O)[O-])cc3s2)cc1,4.805
COc1ccc(C(=O)ON2C(=O)CCC2=O)cc1,0.916
N#Cc1cc(Cl)ccc1/N=C/c1cccc([N+](=O)[O-])c1,3.87
CCOc1ccc(C(=O)Nc2cccc(C)n2)cc1[N+](=O)[O-],2.949
O=C(COc1ccccc1)Oc1ccc2ccc(=O)oc2c1,2.777
CCc1nnc(NC(=O)c2cccc(Cl)c2Cl)s1,3.66
CC(=O)c1ccc(NC(=O)c2ccc(F)cc2)cc1,3.281
CCc1nnc(NC(=O)c2cc(Cl)ccc2Cl)s1,3.66
Cc1c(Cl)cccc1NC(=O)c1ccc2c(c1)OCCO2,3.672
COc1ccc(CCNC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,2.694
Cc1ccc2nsnc2c1NC(=O)c1ccccc1Cl,3.905
Cc1cc(=O)oc2cc(OC(=O)C(C)(C)C)ccc12,3.053
Cc1ccc2nsnc2c1NC(=O)c1cccc(Cl)c1,3.905
O=C(Nc1nc2ccccc2s1)c1cccc2ccccc12,4.702
N#Cc1cc(Cl)ccc1N1C(=O)C=CC1=O,1.641
COc1cccc([C@H]2NC[C@@H](C(=O)O)S2)c1O,1.189
CCc1nnc(NC(=O)c2ccc(OC)c([N+](=O)[O-])c2)s1,2.27
