SMILES,logP
C[C@@H]1CN(S(=O)(=O)c2ccccc2C(F)(F)F)C[C@@H](C)O1,2.503
C[C@H]1CN(S(=O)(=O)c2ccccc2C(F)(F)F)C[C@H](C)O1,2.503
NC(=O)CSc1nc2ccccc2n1Cc1ccccc1Cl,3.315
CC(=O)C1=C(O)C(=O)N(CCC(=O)O)[C@H]1c1ccccc1[N+](=O)[O-],1.354
O=S(=O)(NCc1ccco1)c1ccccc1C(F)(F)F,2.777
CC(C)CNS(=O)(=O)c1ccccc1C(F)(F)F,2.64
O=C(O)c1ccccc1NS(=O)(=O)c1c(Cl)cccc1Cl,3.492
CC(=O)C1=C(O)C(=O)N(CCC(=O)O)[C@@H]1c1ccccc1[N+](=O)[O-],1.354
Cc1ccc(NS(=O)(=O)c2c(Cl)cccc2Cl)c(C)c1,4.411
Cc1cccn2c(=O)c(C=O)c(Nc3ccc(Cl)cc3)nc12,3.212
Cc1ccc(NS(=O)(=O)c2c(Cl)cccc2Cl)cc1C,4.411
O=C(NNC(=O)C(F)(F)Sc1ccccc1)c1ccsc1,2.894
CC(=O)C1=C(O)C(=O)N(Cc2ccco2)[C@H]1c1ccccc1,2.764
O=C1ON=C(c2cccc([N+](=O)[O-])c2)C1=Cc1ccc2c(c1)OCO2,2.668
O=S(=O)(c1c(Cl)cccc1Cl)N1CCCCC1,3.168
c1ccc(-c2csc(Nc3cccnc3)n2)cc1,3.949
O=S(=O)(c1c(Cl)cccc1Cl)N1CCCCCC1,3.558
CC1CCN(S(=O)(=O)c2c(Cl)cccc2Cl)CC1,3.414
C[C@H]1CCCCN1S(=O)(=O)c1c(Cl)cccc1Cl,3.557
N#Cc1ccc(NC(=O)[C@H]2CC=CC[C@H]2C(=O)O)cc1,2.164
CC(=O)C1=C(O)C(=O)N(Cc2ccco2)[C@@H]1c1ccccc1,2.764
C[C@@H]1CCCCN1S(=O)(=O)c1c(Cl)cccc1Cl,3.557
N#Cc1ccc(NC(=O)[C@@H]2CC=CC[C@H]2C(=O)O)cc1,2.164
O=S(=O)(NCCc1ccccc1)c1c(Cl)cccc1Cl,3.514
N#Cc1ccc(NC(=O)[C@H]2CC=CC[C@@H]2C(=O)O)cc1,2.164
O=S(=O)(NCc1cccs1)c1ccc(F)c(Cl)c1,3.019
O=C(O)c1ccccc1NS(=O)(=O)c1ccc(F)c(Cl)c1,2.978
COc1ccc([C@H]2C(C(C)=O)=C(O)C(=O)N2Cc2ccco2)cc1,2.773
CSc1nnc(-c2cccs2)o1,2.52
O=C(O)c1ccc(NS(=O)(=O)c2ccc(F)c(Cl)c2)cc1,2.978
FC(F)(F)c1ccc(C2=NCCO2)cc1,2.482
Cc1onc(-c2c(Cl)cccc2Cl)c1C1=NCCO1,3.734
Cc1ccc(NS(=O)(=O)c2ccc(F)c(Cl)c2)cc1C,3.897
Cc1onc(-c2ccccc2Cl)c1C1=NCCO1,3.08
Cc1ccc(CSC2=C(C#N)[C@@H](c3ccccc3)CC(=O)N2)cc1,4.267
Cc1onc(-c2c(F)cccc2Cl)c1C1=NCCO1,3.219
O=S(=O)(c1ccc(F)c(Cl)c1)N1CCOCC1,1.5
Cc1ccc(CSC2=C(C#N)[C@H](c3ccccc3)CC(=O)N2)cc1,4.267
O=C(/C=C1\OC(=O)c2ccccc21)Oc1cccc(C(F)(F)F)c1,3.822
COc1ccc([C@@H]2C(C(C)=O)=C(O)C(=O)N2Cc2ccco2)cc1,2.773
O=S(=O)(c1ccc(F)c(Cl)c1)N1CCCCC1,2.654
O=S(=O)(c1ccc(F)c(Cl)c1)N1CCCCCC1,3.044
CC1CCN(S(=O)(=O)c2ccc(F)c(Cl)c2)CC1,2.9
