SMILES,logP
O=C(C[C@H](NC1CCCCC1)C(=O)O)c1ccc(Cl)cc1,3.288
O=C(C[C@@H](NC1CCCCC1)C(=O)O)c1ccc(Cl)cc1,3.288
Cc1cc(=O)n(C(C)(C)C)c(=O)n1Cc1ccccc1,2.122
CCOC(=O)C1=C(C)NC(=O)N[C@H]1c1ccc(CC)cc1,2.44
CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(CC)cc1,2.44
COC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(C(C)C)cc1,2.611
COC(=O)C1=C(C)NC(=O)N[C@H]1c1ccc(C(C)C)cc1,2.611
CC1=C(C(=O)OCC(C)C)[C@@H](c2ccccc2)NC(=O)N1,2.514
CC1=C(C(=O)OCC(C)C)[C@H](c2ccccc2)NC(=O)N1,2.514
OC1CCN(Cc2c[nH]c3ccccc23)CC1,2.125
CO[C@H]1O[C@H]2CO[C@@H](c3ccccc3)O[C@@H]2[C@H]2[C@H](CO)[C@@H]12,1.326
CC1(C)O[C@H]2O[C@@H]([C@H](O)COC(=O)c3ccccc3)[C@@H](O)[C@H]2O1,0.442
C/C(=N/NC(=O)c1ccc(Cl)cc1)C1C(C)(C)C1(C)C,4.128
CCCN(Cc1ccc(Cl)c([N+](=O)[O-])c1)CC1CC1,3.87
CCCN(Cc1cc([N+](=O)[O-])ccc1Cl)CC1CC1,3.87
Cc1cccc(N2[C@@H](C)C(=O)SC23CCCCC3)c1,4.124
Cc1cccc(N2[C@H](C)C(=O)SC23CCCCC3)c1,4.124
CCOC(=O)c1c(NC(=O)CCCC(=O)O)sc2c1CCCC2,2.997
CC1(C)O[C@H]2O[C@@H]([C@H](O)CNC(=O)c3ccccc3)[C@@H](O)[C@H]2O1,0.015
O=C1/C(=N\Nc2ccccc2)CCN1C1CCCCC1,3.02
c1nc(NC2CCCCC2)c2c3c(sc2n1)CCCC3,4.315
c1nc(N2CCCCCC2)c2c3c(sc2n1)CCCC3,3.951
Cc1ccc(S(=O)(=O)/N=C(\O)N2CCOC23CCCCC3)cc1,2.59
CSc1ccc(CN2CCC(C(N)=O)CC2)cc1,2.106
CC1(C)[C@]2(C(=O)O[C@@H]3CCCNC3=C[N+](=O)[O-])CC[C@@]1(C)C(=O)O2,1.522
CCCN(Cc1ccc([N+](=O)[O-])cc1)CC1CC1,3.217
CC1(C)O[C@H]2O[C@H]([C@@H](O)CO)[C@H](OCc3ccccc3)[C@H]2O1,0.801
CC1(C)O[C@@H]2O[C@@H]([C@H](O)COCc3ccccc3)[C@@H](O)[C@@H]2O1,0.801
CN(Cc1ccccc1)[C@H]1[C@@H]2OC(C)(C)O[C@@H]2O[C@H]1CO,1.356
CC1(C)O[C@@H]2O[C@@H]([C@H](O)CNCc3ccccc3)[C@@H](O)[C@@H]2O1,0.374
CCOC(=O)c1sc(NC(=O)C(C)(C)C)c(C(=O)OCC)c1C,3.395
CCOc1ccc(CN2CCC(O)CC2)cc1,2.042
CCOc1ccc(CN2CCCC2)cc1OC,2.69
COc1ccc(CN2CCC(O)CC2)c(OC)c1,1.66
COc1cc(CN2CCC(O)CC2)cc(OC)c1,1.66
C=C(C)CCn1c(N2CCCCC2)nc2c1c(=O)[nH]c(=O)n2C,1.38
CC(C)=Cn1c(N2CCCCCC2)nc2c1c(=O)[nH]c(=O)n2C,1.684
CCOC(=O)Cn1c(=O)c2c(nc(N3CCCCC3)n2C)n(C)c1=O,0.013
CC(C)(C)C1=CC(C)(C(Cl)Cl)C=C(C(C)(C)C)C1=O,5.324
Cc1ccc(S(=O)(=O)NCCC(=O)NC2CCCCC2)cc1,2.112
NC(=O)C1CCN(C[C@@H]2C[C@H]3C=C[C@@H]2C3)CC1,1.396
CCOC(=O)C1=C(NC(C)C)C(=O)N(C2CCCCC2)C1,1.976
CCCn1c(=O)c2c(nc(N3CCNCC3)n2CCC)n(C)c1=O,0.126
O=c1c(=Cc2ccc3c(c2)OCO3)sc2nc3ccccc3n12,2.186
O=c1ccc2cc3c(-c4ccccc4)coc3cc2o1,4.206
Fc1ccc(COc2ccnc3cc(C(F)(F)F)ccc23)cc1,4.972
Cc1oc2cc(O)ccc2c(=O)c1-c1nc2ccccc2s1,4.084
CC(=O)Oc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1,2.111
O=C(Cc1ccccc1[N+](=O)[O-])Oc1cc(=O)oc2ccccc12,2.849
Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1cccc(F)c1,4.695
COC(=O)c1ccccc1NC(=O)c1sc2ccccc2c1Cl,4.594
Cc1ccc(C2=N/C(=C/c3ccccc3F)C(=O)O2)cc1,3.479
N#C[C@H](CC(=O)c1ccc(F)cc1)c1ccc2c(c1)OCO2,3.435
N#C[C@@H](CC(=O)c1ccc(F)cc1)c1ccc2c(c1)OCO2,3.435
O=C(N/N=C/c1ccc2cccc(O)c2n1)c1ccc(F)cc1,2.843
O=C1C(Cc2c[nH]c3ccccc23)=Nc2ccccc21,3.679
Cc1ccc(C#N)c(Oc2cccc3ccccc23)n1,4.207
O=C/C(=C\c1ccccc1)Sc1nc2ccccc2c(=O)[nH]1,3.255
O=C/C(=C/c1ccccc1)Sc1nc(O)c2ccccc2n1,3.668
O=C(O)c1ccccc1C(=O)Nc1ccc2ncccc2c1,3.185
O=C(O)c1ccccc1C(=O)Nc1cccc2ncccc12,3.185
Cn1c(-c2coc3cc(O)ccc3c2=O)nc2ccccc21,3.052
Cn1c(-c2cc3ccc(O)cc3oc2=O)nc2ccccc21,3.052
O=C(N/N=C/c1ccccc1O)c1cc2ccccc2oc1=O,2.263
Cc1cc2c(c(=O)o1)[C@@H](c1ccc3c(c1)OCO3)C(C#N)=C(N)O2,1.895
Cc1cc2c(c(=O)o1)[C@H](c1ccc3c(c1)OCO3)C(C#N)=C(N)O2,1.895
CCC(=O)Oc1cccc(N2C(=O)c3cccc([N+](=O)[O-])c3C2=O)c1,2.711
c1cnc2c(SCc3nc4ccccc4s3)cccc2c1,5.137
CC(=O)N/N=C1\c2ccccc2-c2nc3ccccc3nc21,2.499
CC(=O)N/N=C1/c2ccccc2-c2nc3ccccc3nc21,2.499
CC(=O)Oc1ccc2oc(-c3ccccc3)c(C(=O)O)c2c1,3.723
c1ccc(Nc2nc3c(ccc4ccccc43)s2)cc1,5.193
Cc1ccc(F)c2ncc3c(O)n(-c4ccccc4Cl)nc3c12,4.38
CCOc1cc2oc(=O)cc(-c3ccccc3)c2cc1Cl,4.512
COc1ccc(/C=C2/OC(=O)c3c(Cl)cccc32)cc1OC,4.026
Cc1nn(-c2ccccc2)c(Cl)c1C(=O)Nc1cccc(Cl)c1,4.74
O=C(CSc1cccc2cccnc12)Nc1ccccc1F,4.105
C[C@@H](C(=O)Nc1cccc(F)c1)N1C(=O)c2ccccc2C1=O,2.449
C[C@H](C(=O)Nc1cccc(F)c1)N1C(=O)c2ccccc2C1=O,2.449
O=[N+]([O-])c1cc(CSc2ccccc2)c2cccccc1-2,4.992
CC(=O)c1ccc2c(CSc3ccccn3)cc(=O)oc2c1,3.683
